ranking,昵称,抖音号,number of followers,gender,profession of the broadcaster,profession,Number of viewers,sales volume,销售额/万,value of sales,Word of mouth,Live broadcast times,Total products,Total duration of live broadcast
116,喻可品牌female鞋,yuke2003,1090761,female,穿搭,0,125680,16.9w,1301.6,13.02,4.8,35,219,14天13时18分20秒
417,LZY知音,LZYzhiyin,758412,female,穿搭,0,262311,9.5w,1295.5,12.96,4.94,27,201,1天16时31分30秒
418,段希帆（每天早上6:00直播）,1849882099,2603592,female,网红,12,272826,41.7w,1293.9,12.94,4.92,27,670,6天2时25分46秒
419,九九在这,jiujiune,3104808,female,穿搭,0,191662,9.0w,1291.9,12.92,4.97,18,62,2天12时41分35秒
420,CC兔?,cc88a,458441,female,穿搭,0,163089,6.3w,1290.4,12.9,4.1,23,202,2天18时56分19秒
421,大洪洪（每周二、四、六早上8点开播）,Chuanda8389,1656960,female,穿搭,0,159884,6.3w,1288.5,12.89,5,20,410,5天8时12分7秒
422,韩饭饭 7号中午12点庆典回馈粉丝,346932757,15501454,female,搞笑,2,322117,19.7w,1288,12.88,4.55,63,211,3天15时45分56秒
423,小橙子先生,147187491,26161376,male,生活,10,1955166,50.0w,1285.1,12.85,4.95,28,46,4天11时19秒
424,大希地,daxidi666,701327,female,美食,7,66080,10.3w,1284.9,12.85,4.81,37,48,11天8时14分1秒
425,深圳兰瑟儿服饰(每天早上6:30直播）,Roosee.Ruoxi,376962,female,生活,10,107236,4.3w,1283.9,12.84,4.98,30,512,5天6时58分12秒
126,姚姚严选服饰,970501061,621679,female,种草,14,157991,6.9w,1278.2,12.78,4.91,26,440,6天12时39分21秒
427,欣妈是自贸区老板娘,xinma0888,216832,female,生活,10,89947,14.5w,1274,12.74,4.92,27,1007,3天2时58分30秒
428,芝华仕沙发,CheersHome,273754,male,生活,10,69353,1.4w,1273.8,12.74,4.02,39,221,25天21时30分51秒
429,是青青呀,wqq19930607,4814164,female,生活,10,229264,6.0w,1273.3,12.73,4.78,19,56,2天9时27分23秒
430,三彩female装官方旗舰店,scdyzb2021,699175,female,穿搭,0,148207,5.3w,1272.3,12.72,1.86,57,394,11天3时11分26秒
431,肯德基食货局（10:00直播）,KFC.778,1657541,female,美食,7,261086,23.5w,1270.1,12.7,4.79,47,112,13天3时13分22秒
432,张皮皮玖黛衣官方旗舰店,zpp198,735757,female,穿搭,0,279252,20.5w,1268.9,12.69,4.78,21,704,5天8时3分1秒
433,斯凯奇官方旗舰店,1018155428,302208,female,穿搭,0,117097,4.4w,1268.8,12.69,4.8,39,79,12天9时13分1秒
434,孟溪（6点直播）,2060387224,351337,female,生活,10,109508,3978,1266,12.66,4.89,13,1607,2天14时32分40秒
435,田娇baby服饰 中午12点半上新,Tian19940212,628492,female,网红,12,70557,6.5w,1264.9,12.65,5,42,258,6天15时59分27秒
436,努尔_Emily,1241023303,710011,female,生活,10,381718,23.5w,1263.7,12.64,4.93,32,79,3天23时17分36秒
437,物空（正在福利大直播）,lookun,1181313,female,穿搭,0,178606,18.2w,1263.1,12.63,4.89,25,551,7天5时8分37秒
438,TCH潮牌,TCH55667788,121850,female,穿搭,0,44328,1.9w,1262.6,12.63,1.96,42,136,23天2时42分49秒
439,十七（果果家）嫚维,392340919,2038287,female,穿搭,0,274229,10.4w,1261.3,12.61,4.84,20,269,3天20时48分55秒
440,桔夕奢侈品B,ppsd2222,406141,male,生活,10,71048,2382,1260.1,12.6,4.57,51,3090,29天6时45分14秒
441,韩束官方旗舰店-推荐官,Kans_SiknCare,127570,female,美妆,8,50365,5.9w,1259,12.59,4.85,35,90,11天17时57分44秒
442,萱妍珠宝,xyzb168168168,81546,male,珠宝,0,45074,14.0w,1258.5,12.59,4.4,52,4502,4天2时34分40秒
443,瓦莎路亚羊绒服饰,wasaluya,108394,female,穿搭,0,17366,1.4w,1257.1,12.57,4.93,54,259,9天14时40分15秒
444,龙公子（承蒙厚爱）,Long.GZ,1375099,male,生活,10,57258,4.5w,1251.7,12.52,4.77,24,608,2天6时53分4秒
445,哦王小明,owangxiaoming,2116332,female,美妆,8,286753,9.9w,1243.4,32.96,4.95,5,95,23时52分01秒
446,善缘大志,milajie001,87509,female,珠宝,0,35879,2.8w,1242.6,12.43,4.04,8,488,1天2时38分21秒
447,茉莉珠宝,molizb,55776,female,珠宝,0,60302,7.1w,1240.4,12.4,4.59,11,819,2天8时39分9秒
448,乔印服饰 每晚19点开播,qiaoyinfushi,116968,female,穿搭,0,101945,10.0w,1238.6,12.39,4.94,31,618,4天11时23分57秒
449,科沃斯机器人,ECOVACS_,261015,male,科技,5,16222,3935,1236.8,12.37,4.51,40,29,17天12时36分26秒
450,海涛大叔卫衣,haitaodashu7,287491,male,穿搭,0,107873,28.1w,1236,12.36,4.95,65,915,11天9时54分52秒
451,昌萍海产品,ZS333333..,1705727,female,美食,7,92015,10.9w,1235.8,12.36,5,69,39,4天2时29分58秒
452,ＫＫ穿搭,7717wk,755170,female,穿搭,0,296990,31.6w,1234.7,12.35,1.68,60,117,15天20时6分9秒
453,丽丽平床品经营部,337922939,569355,female,种草,14,133700,1.6w,1232.2,12.32,4.89,30,174,3天21时49分7秒
454,恩克,enke0000,6473625,male,生活,10,725056,9.4w,1231.2,12.31,4.78,12,71,1天20时16分14秒
455,黑白故事旗舰店,cdf198308,249123,female,生活,10,138008,17.4w,1229.5,12.3,4.73,47,565,3天14时26分29秒
156,欧辰MG,Ouchen999,579554,male,种草,14,215062,7.1w,1216.1,12.16,4.51,15,297,5天2时20分37秒
457,Davida,DavidaYu,669966,female,穿搭,0,314735,9.7w,1215.7,12.16,4.8,17,569,3天14时20分13秒
458,Ulike,786613996,161525,female,种草,14,35749,8257,1214.5,12.15,4.84,36,12,19天7时54分27秒
459,橘子罐头卫卫,juziguantouw,739175,female,穿搭,0,242124,14.5w,1214,25.93,4.9,19,328,3天12时33分26秒
160,哈軒翡翠,hxfc,2779095,female,种草,14,82799,27.9w,1208.1,25.75,4.75,53,6391,17天12时55分1秒
161,大C盼(新款周二大上新,daCpanzaosha,399251,female,穿搭,0,117599,12.1w,1204.5,25.72,4.81,40,402,5天5时11分16秒
162,道上都叫我赤木刚宪,212861873,5919442,female,美妆,8,323625,15.8w,1203.6,25.61,4.79,16,268,2天6时16分1秒
463,恒实工厂店,Hengshi8,190519,female,生活,10,25386,2.1w,1201.6,12.02,4.92,78,14122,28天10时1分45秒
464,小花奢侈品F,hanaluxury,54545,female,珠宝,0,11092,725,1200.8,12.01,4.55,84,3868,16天20时15分53秒
165,名港原创高端female装,1881mgsz,223494,female,穿搭,0,135155,17.4w,1199.2,25.23,4.95,25,765,4天22时21分48秒
466,小丹丹老师（韩贝丹品牌CEO）早上6点播,guangzhou518,364062,female,生活,10,41303,7.3w,1194.9,11.95,4.75,49,46,4天3时33分7秒
167,千羽服饰,qianyufushi6,607251,female,穿搭,0,237851,8.2w,1193.7,25.06,1.6,76,258,21天15时25分17秒
468,环佩玎当,MY_MAGIC,1374122,female,生活,10,133751,4.7w,1189.5,11.9,4.89,17,211,3天10时12分55秒
169,榜序文化传媒有限公司,cuihua1118,1427775,female,穿搭,0,250355,32.8w,1189.4,11.89,4.88,57,331,1天11时26分31秒
470,老徐翡翠,1826150300,48213,female,珠宝,0,43758,2.2w,1188,11.88,4.33,41,26486,25天8时21分17秒
471,芭莎时尚female装,Bs1587777777,423943,female,穿搭,0,667198,2.9w,1187.6,11.88,4.79,8,1279,20天8时32分56秒
472,灯小炮穿搭馆,Pao2225,104715,female,生活,10,92501,11.3w,1185.3,11.85,4.98,29,1401,5天23时1分14秒
473,叶子形体礼仪,wxy2020520520,1692263,female,体育,11,329646,21.1w,1184.8,11.85,4.8,58,144,7天3时9分54秒
474,王炸夫妻在日本,WZFQ,4628909,female,生活,10,131518,13.5w,1184.6,11.85,4.94,27,273,3天6时31分29秒
475,蜜蜂珠宝,mifengzhubao8888,98957,female,珠宝,0,97490,16.5w,1171.9,11.72,4.75,29,6286,6天16时13分17秒
476,茗芬茶业,V13362052163,425571,male,生活,10,71876,4.6w,1166,11.66,4.94,26,115,5天18时58分9秒
477,#NAME?,6109315,7431372,male,种草,14,141328,17.7w,1163.9,11.64,4.75,53,103,2天22时15分58秒
478,雨神?1?NTC,GDYS88888,7533469,male,网红,12,1686365,15.8w,1162.1,11.62,3.74,6,85,1天8时11分14秒
479,赶海父子（霞浦海鲜）,ganhaifuzi,1307795,male,美食,7,2518591,12.3w,1160.2,11.6,4.99,43,18,16天17时40分10秒
480,潮宏基官方旗舰店,CHJCHJ2021,99902,female,珠宝,0,92423,3.0w,1159.7,11.6,4.99,35,218,5天9时10分57秒
481,杜雨潼 （今天16:00设计师张帅）,duyutong919,111094,female,穿搭,0,61887,2.1w,1157,11.57,4.91,22,1659,1天16时36分12秒
482,格格（宋歌）6号15:00熙禾天心?,songge3333,244131,female,穿搭,0,45954,3.8w,1157,11.57,4.79,17,611,3天36分57秒
483,勤玉珠宝,Zjmd168,379372,female,珠宝,0,27521,1991,1154.8,11.55,4.98,74,7,27天9时34分58秒
484,海尔官方直播间,Haier_zbj,613001,male,生活,10,118758,3837,1153.2,11.53,3.7,37,99,14天13时16分1秒
485,萱子服饰,xuanzi10088,1392021,female,穿搭,0,147887,6.9w,1149.2,23.09,4.54,59,222,22天11时56分19秒
186,KOKOWANG欧货7月3，13:00播,COCOWANG2,182853,female,穿搭,0,177915,4.4w,1148.4,11.48,5,6,352,1天14时43分54秒
487,金巧巧?今晚7点《中国医生》首映礼,1268290710,673667,female,网红,12,292287,3.1w,1147,11.47,4.72,6,161,2天7时29分14秒
488,张老虎? 阿迪达斯??全国大仓开放日！,Zhanglaohu1987,2661781,male,种草,14,365822,9.2w,1144.1,11.44,4.71,14,665,1天23时56分13秒
489,芦芦老板娘,32419814,126210,female,穿搭,0,25543,2.5w,1143.9,11.44,4.98,23,563,1天7时50分12秒
490,安踏儿童官方旗舰店,ANTAKIDS2021,171565,female,穿搭,0,208352,18.2w,1142.9,11.43,4.9,44,155,21天1时53分40秒
491,奢姿大码female装官方旗舰店,shezi269,820384,female,穿搭,0,50347,8.1w,1141.9,11.42,4.93,133,256,21天12时15分17秒
492,凌博士旗舰店,Proflingstore,76120,female,美妆,8,30806,4.3w,1139.8,11.4,5,31,39,18天16时1分1秒
493,百丽male鞋旗舰店,BELLEnanxie2021,280494,male,穿搭,0,88510,3.2w,1133,11.33,4.57,71,86,14天18时7分38秒
494,潮爸刘教授,drliu,2474660,male,教育,4,165983,15.0w,1133,11.33,4.95,22,159,3天17时4分29秒
495,田恬MARYME,MARYMEACC,327790,female,网红,12,242699,14.4w,1128.2,11.28,4.97,37,164,3天19时29分27秒
196,迪迪来了?,1277028180,337943,female,穿搭,0,68035,2.7w,1124.2,11.24,1.66,27,1206,5天19时17分31秒
497,华夏中联投资发展,duanshipin518,127949,male,种草,14,109591,10.6w,1123.1,11.23,4.58,22,265,2天3分29秒
498,陌妆钟钟桑蚕丝羊绒,MOZAL,137206,female,穿搭,0,79266,3.7w,1121.4,11.21,4.93,29,580,7天2时25分54秒
499,广州大缘,ycm332,1392300,female,穿搭,0,345387,27.3w,1115.4,11.15,4.99,15,1517,2天4时35分19秒
500,AlooooohaVintage中古店,Aloooooha27,283155,female,穿搭,0,17691,714,1113.3,11.13,1.96,53,2300,14天17时52分27秒
501,玉匠人-老板娘甜心,yjr616,54150,female,珠宝,0,32636,1.7w,1112.8,11.13,4.62,31,1507,3天13时24分10秒
502,原木工艺品,YM_9900,336991,female,生活,10,196242,30.3w,1111.9,11.12,4.87,29,2895,4天20时12分40秒
503,绿子?专播商场品牌female装！（休息中）,dyqrajvrj788,296570,female,穿搭,0,183625,7.2w,1111.2,11.11,4.9,16,772,2天23时56分32秒
504,马乖,mg8882898,453353,female,穿搭,0,95584,6.2w,1109.5,11.1,4.99,19,178,4天1时20分3秒
505,高姐珠宝?,LC54545,50802,female,珠宝,0,33765,6.4w,1109.2,11.09,4.31,60,2726,4天21时26分41秒
506,杭州克代尔棉麻female装,MMNZ1989,1098859,female,穿搭,0,102016,23.3w,1108.4,11.08,4.83,56,65,19天21时6分32秒
507,江南凤羽,fy16168768,292716,female,穿搭,0,76970,2.0w,1108,11.08,4.97,26,296,5天16时9分11秒
508,王浪浪珠宝【6号7号休息，准备新款】,laowangzhubao1,36312,female,珠宝,0,30088,2.2w,1102.2,11.02,4.95,28,4222,6天4时4分3秒
509,安踏儿童旗舰店,antakids888888,775136,female,穿搭,0,182700,13.6w,1101.5,11.02,4.85,39,297,22天21时7分24秒
510,清华妈妈马兰花,lanhuamum2020,1910407,female,种草,14,129520,13.6w,1100.5,11.01,4.91,34,595,6天22时36秒
511,海澜之家内衣旗舰店,HLA_life,190913,female,穿搭,0,58174,14.3w,1098.4,10.98,4.93,35,93,18天18时10分54秒
512,大小姐 TRACYCHU,tracylittleworld,621517,female,穿搭,0,71941,6636,1097.8,10.98,5,8,299,1天20时28分6秒
513,暖言配饰?基地发货 一物一证,gang3322,604149,female,珠宝,0,185925,13.5w,1095.3,10.95,4.41,30,4410,4天21时19分50秒
514,妃鱼名表,feiyu889988,142033,female,种草,14,8299,1993,1094.8,10.95,4.04,110,7541,21天14时19分9秒
515,自然堂官方旗舰店（年中回馈）,chando_store,417541,female,美妆,8,113326,4.7w,1093.3,10.93,4.91,39,131,15天10时19分29秒
516,郑明明CHENGMINGMING化妆品,2166666059,101186,female,美妆,8,50590,5.2w,1092.4,10.92,4.9,32,13,9天17时51分19秒
517,聪聪～严选珠宝,JY66889911,175036,female,珠宝,0,101478,13.7w,1087,10.87,4.74,17,3050,3天9分7秒
518,橙子家居【冲200万粉丝专场福利】,dyn75fn71drq,1817267,female,穿搭,0,638228,15.4w,1084.7,10.85,4.13,54,143,13天21时57分54秒
519,朴夫人衣馆,hgfr666,629133,female,穿搭,0,54901,4.3w,1083.2,10.83,4.98,44,471,4天12时27分3秒
520,艾依裳服饰(6～21点直播）,AYS66688888,509124,female,穿搭,0,306861,7.9w,1076.3,10.76,4.57,36,61,21天15时9分
521,糯米（页梵服饰）,muyouzi8889999,331155,female,穿搭,0,144474,11.0w,1074.9,10.75,1.86,35,306,6天3时23分19秒
522,蕉下旗舰店,123jiaoxia,116222,female,种草,14,139317,7.9w,1074.8,10.75,4.97,28,91,9天1时53分37秒
523,大咖studio,268381212,1403288,female,穿搭,0,93903,5.6w,1073.3,10.73,1.63,56,5311,19天15时44秒
524,大林-高奢female装（每天早上5：00 开播）,try_55555555,63735,female,穿搭,0,71134,2.0w,1073,10.73,4.93,26,197,1天23时19分26秒
525,米拉奇珠宝首饰,MILAQI,266789,female,珠宝,0,59210,4.9w,1071.6,10.72,4.97,68,13046,16天20时54分53秒
526,大唐珠宝,179930984,22101,male,珠宝,0,20973,9631,1068.7,10.69,4.98,18,2019,3天18时9分58秒
527,白玉世家品牌购（明天早上8点开播）,bysj666888,30521,female,珠宝,0,41224,2.6w,1068.7,10.69,5,14,1873,2天20时16分2秒
528,一一翡翠,yy06078,27218,female,珠宝,0,17456,5162,1064.1,10.64,4.77,53,3593,16天41分59秒
529,达银佳：直播中,dy9e7y0888f1,418838,female,珠宝,0,58207,6.7w,1062.8,10.63,4.99,57,14568,12天9时6分46秒
530,胖虎佳姐天后团-7.6号21点直播,ponhu002,56065,female,珠宝,0,13853,601,1060.6,10.61,4.88,19,551,3天17时38分12秒
531,大肚子油油,daduziyoyo,1887118,female,美妆,8,309562,22.1w,1057.2,10.57,4.94,29,314,3天20时35分42秒
532,萃颐丰 紫砂研创,cuiyifeng_0099,34533,female,生活,10,17147,5360,1057.1,10.57,4.75,28,5805,6天14时14分30秒
533,哥弟GIRDEAR旗舰店,GIRDEAR_ZDH,167959,female,穿搭,0,125356,3.6w,1055.4,10.55,4.8,47,258,18天16时22分58秒
534,胡轩108服饰,huxuan108,1961270,male,穿搭,0,118863,19.4w,1054.7,10.55,4.58,111,503,17天2时16分
535,溶溶Zero??今天早上直播,huoxing7868,516200,female,穿搭,0,118851,10.0w,1053.6,10.54,4.95,20,542,3天20时42分44秒
536,大叔家有4条龙,SIGEERZIDEBABA,1181812,male,生活,10,171207,4.4w,1052.2,10.52,4.58,14,78,3天21时53分54秒
537,雪莉蕾拉设计师品牌,xiaodouni668,227043,female,穿搭,0,187817,25.9w,1051.4,10.51,4.9,34,63,5天9时34分43秒
538,莹子（苏小安妮品牌CEO）,yaomiaosha,469814,female,网红,12,94269,10.1w,1051.3,10.51,4.76,29,91,4天13时32秒
539,播 broadcast,2212666203,186628,female,穿搭,0,18386,2.2w,1050.7,10.51,4.9,86,290,21天8时45分23秒
540,JNBY官方直播间,1621132131,228061,female,穿搭,0,51608,2.4w,1048.2,10.48,4.91,50,303,10天16时32分16秒
541,妃鱼白菜奢品秒杀,feiyubaicai,99519,female,穿搭,0,25106,6196,1043.5,10.44,4.52,90,6611,13天8时52分27秒
542,竹山县如意绿松石,djt0719,59214,male,珠宝,0,13327,1.1w,1038.8,10.39,4.76,100,13306,14天13时59分11秒
543,不一样的名字（今晚直播）,wink12345,651363,female,穿搭,0,152443,27.6w,1037,10.37,1.66,61,117,10天22时11分51秒
544,李俏俏,liqiaoqiao17,3286366,female,网红,12,337096,16.0w,1036.6,10.37,4.72,18,133,2天6时54分24秒
545,少米攀攀严选,1115424320,595315,female,美妆,8,61072,6.2w,1035.4,10.93,4.87,33,84,4天10时29分44秒
546,解说员王涛,944513900,4434459,male,体育,11,148750,3857,1035,10.35,4.82,27,95,3天18时4分21秒
547,青黛翡翠,qingdaifeicui,34048,female,珠宝,0,17723,1.1w,1033.6,10.34,4.83,26,45,5天20时12分5秒
548,黄奕向前,7934964,1674336,female,明星,9,1013185,8759,1032.5,10.33,4.54,1,75,8时28分55秒
549,红娘子珠宝,ZB58885885,130053,female,珠宝,0,82329,4.9w,1031.7,10.32,4.87,18,3167,4天4时6分15秒
550,潮店服装店,23350865,526717,female,穿搭,0,113241,7.5w,1029.8,10.3,4.89,26,631,6天3时13分21秒
551,王小萌KE,967472541,1311447,female,教育,4,297057,18.0w,1029.7,10.3,4.93,31,87,3天59分28秒
552,莉莉定制,nuoyidama888,236828,female,穿搭,0,238161,17.0w,1024.1,10.24,1.96,22,781,4天22时30分22秒
553,橦颜female装,STSL0718,415234,female,穿搭,0,80288,10.9w,1019.1,10.19,1.76,26,1019,6天31分12秒
554,杭州森比服装批发,tsyf6666661,517796,female,穿搭,0,63766,5.2w,1015,10.15,4.97,54,345,13天13时15分24秒
555,善喜哥服饰,1837835218,615029,female,穿搭,0,92613,12.6w,1012,10.12,4.9,25,891,3天16时27分25秒
556,李李李婉君（早上10点直播）,liwanjun1618,1686768,female,穿搭,0,86001,11.0w,1008.9,10.09,5,43,187,5天23时39分41秒
557,七奈服饰,seven7nai,227155,female,网红,12,144822,9.0w,1008.6,10.09,4.93,33,672,5天13时51分
558,景德镇王乔陶瓷,dydasj4i4l7d,515613,female,种草,14,331581,26.2w,1008.1,10.08,4.95,29,135,6天17时19分6秒
559,小胖墩服饰店,hujinfang1989,2295197,female,生活,10,304447,18.6w,1007.4,10.07,4.9,30,137,4天5时27分2秒
560,龙老板的黄金工厂,wenjieyanzuan,167194,female,珠宝,0,63159,8.2w,1005.7,10.06,4.06,35,2439,3天18时6分6秒
561,冰冰原创一号店,bb000666777888,805805,female,穿搭,0,99076,19.3w,1002.1,10.02,4.98,57,475,10天2时12分34秒
562,高高来了(6号下午1点反季大衣大狂欢！）,gaogao993,274023,female,穿搭,0,57369,2.4w,1001.9,10.02,1.65,37,1327,5天22时25分4秒
563,御姐珠宝,guyu668,343628,female,珠宝,0,19857,4.0w,1001.8,10.02,4.1,240,30742,25天22时21分56秒
564,凯百瑞老板娘三三(晚上6点开播),sansanzhubao,47307,female,珠宝,0,25728,1.9w,999,9.99,4.98,25,1644,6天11时3分14秒
565,紫绫紫绫【玺爱珠宝】,ZL666120,165484,female,生活,10,86088,9803,997,9.97,4.83,25,121,4天16时26分23秒
566,五季家大码（早上9点直播）,wujijia0525,2280368,female,穿搭,0,201045,7.7w,996.9,9.97,4.9,32,139,22天15时45分55秒
567,素与首饰【每周二、四、六、七直播】,suyu009,131908,female,珠宝,0,34029,2.1w,996.8,9.97,4.83,19,4107,4天5时5分52秒
568,深圳妍芙妮格纹设计（zhao主播）,LUGE1111111,273837,female,穿搭,0,159077,3.8w,992.8,9.93,4.89,37,133,5天18时52分24秒
569,认养一头牛官方旗舰店,renyangyitouniu,860572,female,美食,7,96007,8.4w,991.9,9.92,4.92,34,43,19天1时33分36秒
570,找靓机,379246796,6806300,female,科技,5,49938,8164,989.8,9.9,4.05,61,192,18天13时25分55秒
571,张景亦,ZJYST1688,134789,female,穿搭,0,154925,7.4w,988.1,9.88,5,32,78,6天27分10秒
572,中茶官方旗舰店,zhongchawangluo,91086,female,种草,14,42857,3.1w,987.5,9.88,4.74,35,128,22天14时7分2秒
573,佰草世家旗舰店,BCSJ168,11948,female,美妆,8,8353,2.6w,986.7,9.87,4.21,39,39,5天18时19分27秒
574,MISS SIXTY,MISSSIXTY,102696,female,穿搭,0,11685,1.9w,982.9,9.83,4.77,53,337,20天1时16分12秒
575,瑞丽市永多珠宝,Ydzb888888,1025965,female,珠宝,0,32434,4406,982.2,9.82,4.72,50,4723,9天35分47秒
576,黄金王老五,guangtou11888,95879,female,珠宝,0,69396,4.4w,981.9,9.82,4.23,45,295,1天18时18分38秒
577,礼尚往来名表瑞瑞,LSWL_1999,132388,female,生活,10,36480,247,977.9,9.78,4.75,56,557,25天20时56分59秒
578,晨晨玉石优选,chenchenzhub23,60487,female,珠宝,0,54656,4.8w,977.8,9.78,4.71,30,1299,3天9时43分22秒
579,巴黎欧莱雅,700989007,767217,female,美妆,8,134354,3.5w,976.8,9.77,4.89,38,108,19天7时49分41秒
580,三Cfemale装批发（娘娘宠粉狂）6点开播,sanCbenzun57,239042,female,穿搭,0,99662,10.2w,973,9.73,4.82,36,349,5天9时27分47秒
581,加达尔庄园董事长,ZWW688888,1312921,male,生活,10,171547,4646,971.3,9.71,4.06,2,17,9时11分13秒
582,啊黎穿搭,24377035,1134233,female,网红,12,347180,11.8w,968.9,9.69,4.69,22,89,4天6时46分43秒
583,FILA斐乐厦门万象城5G形象店,FILAXM2020,325988,female,穿搭,0,91472,2.3w,967.7,9.68,4.78,55,310,19天18时39分21秒
584,小野酱在日本（今晚18点户外直播）,woow720,3372376,female,生活,10,111475,12.0w,962.6,9.63,4.97,62,200,4天9时23分39秒
585,周珍和周密,zhouzhen_ZHOUMI,54748,female,穿搭,0,65216,4.2w,958.4,9.58,4.93,8,205,1天21时13分17秒
586,衣香丽影旗舰店,Y_SING,347800,female,穿搭,0,124859,4.9w,956.7,9.57,4.99,53,638,10天4时1分42秒
587,妙兮服饰,LUYU920607,201288,female,穿搭,0,125616,9.5w,955.8,9.56,4.81,18,388,3天10时10分57秒
588,心相印官方旗舰店,HAxxy,1017520,female,种草,14,263133,27.1w,955.4,9.55,4.95,32,84,7天1时6分36秒
589,雪雪雪,aichixue,1703634,female,美食,7,142243,9.8w,953.9,9.54,4.93,41,105,3天47分36秒
590,飞科（每天16点直播）,flyco1999,379023,male,种草,14,54291,5.3w,952.5,9.53,1.96,30,44,10天5时15分5秒
591,张纪中导演,dahuzizhang,1875510,male,明星,9,1053221,2.7w,949.4,9.49,4.45,4,62,11时51分51秒
592,柯琳妮尔官方旗舰店,daqing3333333333,113857,female,美妆,8,58400,6.3w,949,9.49,4.98,39,52,2天22时4分53秒
593,米亚Mia,miagogo,174781,female,珠宝,0,28798,2103,946.6,9.47,4.93,15,2337,3天11时52分33秒
594,谢文东(珠宝大佬),1LF666,35334,male,珠宝,0,21585,4.3w,946.4,9.46,4.83,41,124,4天10时27分40秒
595,鱼姐的杂货铺（正常营业上新）,YN0000116,316751,female,穿搭,0,105369,8.4w,945.3,9.45,1.96,22,612,1天6时1分59秒
596,曾志伟,Jiangmenren,4082221,male,明星,9,862607,2.9w,944.7,9.45,4.37,5,110,22时07分
597,手艺人浪老板??,langlaoban,1140851,male,生活,10,18303,1991,943.4,9.43,4.82,46,3083,23天17时13分11秒
598,柠檬可乐他爹地,nmkltdd,1003459,male,生活,10,97021,22.5w,941.8,9.42,5,53,145,5天2时15分
599,FILA,781216231,794493,female,穿搭,0,89827,2.6w,941.4,9.41,4.89,83,170,15天22时41分10秒
600,刘楠Talia,Talia_vlog,3513853,female,生活,10,242330,6.8w,939.3,9.39,4.9,4,233,1天9时32分48秒
601,星辰female装,xingchen815815,1437032,female,穿搭,0,91168,6.9w,938.2,9.38,4.77,51,162,20天2时43分58秒
602,广州喜丽female装批发（招主播）,dy9gmzl93qo2,473992,female,穿搭,0,162722,12.7w,937.3,9.37,4.71,25,240,3天58分54秒
603,礼尚往来奢侈品鉴定评估,Lswl1999,473874,female,穿搭,0,8225,81,936.2,9.39,4.8,86,116,21天14时53秒
601,青青家大码female装(晚上8点上新),qingqingnvzhuang,822400,female,穿搭,0,135922,12.7w,933.3,9.33,1.68,87,180,17天13时20分28秒
605,玲珑娇旗袍,xmz1002,488138,female,穿搭,0,223801,6.2w,932,9.32,4.99,32,159,22天10时27分7秒
606,大燕子服装严选（每天下午1点半左右开播）,DYZ831223,404927,female,穿搭,0,253399,25.8w,931.8,9.32,4.99,54,113,5天12时58分
607,石力派翡翠（二号店）,SLPZB,35378,male,珠宝,0,20077,3897,930.4,9.3,4.8,42,3988,23天9时35分24秒
608,桔子姑娘纸品（琦琦）,Wqiqi0518,383089,female,生活,10,267761,50.6w,929.6,9.3,4.96,97,18,8天23分28秒
609,雅鹿正品授权店,dyxvcdjr54e6,105266,female,珠宝,0,34007,7.5w,929.6,9.3,4.03,41,60,19天5时15分46秒
610,纤莉秀大码-芷卉,339126662,1039451,female,穿搭,0,165118,7.3w,928.6,9.29,5,32,117,20天5时7分17秒
611,杨坤,yangkunmusic,7448881,male,明星,9,1902425,8879,926.9,9.27,4.49,1,49,8时16分24秒
612,妃鱼曼曼心选,manmanxinxuan,111689,female,穿搭,0,60612,1.3w,925.7,9.26,4.95,20,1226,4天13时5分43秒
613,拉面说,625626980,174289,female,美食,7,47435,7.7w,925.3,9.25,4.9,40,16,17天18时53分31秒
611,CK&WQ官方旗舰店,CK_WQ,302344,female,穿搭,0,179018,8.2w,925,9.25,4.99,20,70,2天12时8分51秒
615,铜师傅旗舰店,TSF_7777,549495,female,种草,14,57401,2.6w,923.2,9.23,4.98,48,250,14天3时38分24秒
616,上海伊纤莲服饰有限公司,yh1003n0,830422,female,穿搭,0,89507,6.0w,922.7,9.23,1.69,148,154,25天36分17秒
617,安踏体育,anta_keepmoving,2641461,female,体育,11,136258,7.4w,921.9,9.22,4.9,68,345,17天4时38分7秒
618,小小小个子female鞋,dy1mtb87tap5z,274680,male,生活,10,128455,7.8w,920.6,9.21,4.98,63,263,8天5时1分30秒
619,上海故事专卖店,xyg68107501,230672,female,穿搭,0,73683,3.2w,919.6,9.2,4.98,26,143,1天2时32分6秒
620,可柔爱官方旗舰店,KRA77777,2510783,female,穿搭,0,322299,32.2w,919.1,9.19,1.62,91,145,16天6时13分12秒
621,逸阳官方旗舰店,esey1991,397992,female,穿搭,0,78062,6.3w,919.1,9.19,5,58,67,12天12时26分11秒
622,大宁female装批发,hanging521,1189568,female,穿搭,0,761158,49.5w,918.8,9.19,1.56,41,73,4天20时9分15秒
623,张喜喜,76267875,5123445,female,美食,7,522012,20.0w,918.6,9.19,4.74,14,242,1天19时16分7秒
621,八姨太仙female可（周一至周五上午8点半）,Keke.Miss,506607,female,种草,14,301365,30.6w,918.3,9.18,4.98,17,232,2天5时14分20秒
625,秦晴家优选,971608300,613001,female,种草,14,109063,48.1w,917.7,9.18,4.81,32,51,17天19时29分32秒
